2 2.99367362324501
4 2.9936736232450087
6 2.9936736232450127
8 2.993673623245012
10 2.9936736232450043
12 2.9936736232450047
14 2.993673623245011
16 2.993673623244999
18 2.9936736232450105
20 2.993673623245008
22 2.9936736232450105
24 2.9936736232450016
26 2.993673623245008
28 2.993673623244993
30 2.9936736232449963
32 2.9936736232450016
34 2.9936736232450047
36 2.9936736232449963
38 2.993673623244996
40 2.993673623245015
42 2.993673623245009
44 2.9936736232449976
46 2.993673623245008
48 2.9936736232450016
50 2.99367362324502
52 2.993673623245013
54 2.9936736232450083
56 2.99367362324502
58 2.993673623245035
60 2.993673623244997
62 2.993673623245025
64 2.993673623245021
66 2.993673623245002
68 2.9936736232450265
70 2.9936736232450256
72 2.9936736232450802
74 2.993673623245047
76 2.993673623245075
78 2.9936736232450554
80 2.993673623245063
82 2.993673623245029
84 2.9936736232450802
86 2.99367362324504
88 2.993673623245091
90 2.9936736232450674
92 2.9936736232450714
94 2.993673623245047
96 2.9936736232450727
98 2.99367362324508
100 2.993673623245051
102 2.9936736232450962
104 2.993673623245125
106 2.9936736232450643
108 2.9936736232451118
110 2.9936736232450785
112 2.993673623245141
114 2.9936736232451033
116 2.993673623245102
118 2.993673623245116
120 2.9936736232452166
122 2.993673623245143
124 2.993673623245173
126 2.993673623245125
128 2.993673623245218
130 2.993673623245092
132 2.993673623245131
134 2.9936736232451455
136 2.9936736232452934
138 2.993673623245192
140 2.9936736232452787
142 2.9936736232451295
144 2.9936736232452623
146 2.9936736232452
148 2.993673623245271
150 2.993673623245306
152 2.993673623245341
154 2.9936736232452112
156 2.993673623245337
158 2.9936736232452668
160 2.99367362324542
162 2.993673623245226
164 2.993673623245322
166 2.993673623245364
168 2.993673623245443
170 2.993673623245282
172 2.9936736232454195
174 2.9936736232453165
176 2.9936736232454355
178 2.993673623245298
180 2.993673623245438
182 2.993673623245377
184 2.9936736232455496
186 2.9936736232453156
188 2.9936736232454653
190 2.993673623245384
192 2.9936736232455234
194 2.9936736232453103
196 2.9936736232455265
198 2.9936736232454195
200 2.9936736232455456
